"carnet"|"trunc"|"?column?"
"RN10009"|1|"2012-06-23 13:29:50.539809"
"CF09025"|1|"2007-03-04 22:12:35.429531"
"MC04022"|2|"2010-06-19 16:56:34.696463"
"ML10013"|2|"2009-09-24 06:16:19.137993"
"HO10017"|1|"2009-05-06 08:20:15.283213"
"VH06004"|2|"2008-01-11 08:30:36.564615"
"MA90014"|1|"2006-02-02 17:05:41.019189"
"MC06132"|3|"2013-03-02 06:10:30.751269"
"VH08013"|1|"2009-12-19 15:02:31.070367"
"MB05003"|1|"2013-10-08 08:06:56.703372"
"OR07016"|2|"2012-08-25 04:07:58.500536"
"AM09006"|1|"2007-11-14 09:03:02.13142"
"MF05022"|2|"2009-05-17 16:00:15.915862"
"GV08039"|3|"2011-10-02 05:41:49.407528"
"RG06070"|3|"2007-09-10 08:03:37.924805"
"BP05008"|1|"2007-03-17 02:33:35.580276"
"LO04007"|3|"2010-02-20 05:31:32.211651"
"MD05029"|1|"2007-08-31 00:46:46.998474"
"BM14039"|3|"2011-11-10 02:14:41.612703"
"MM03104"|2|"2011-12-02 05:07:43.597757"
"QD98001"|1|"2006-11-08 13:07:21.874479"
"SA07028"|2|"2008-07-27 12:29:26.478164"
"RC06088"|3|"2007-05-11 12:09:44.940571"
"CG00044"|1|"2011-03-17 07:21:38.4493"
"RS07008"|3|"2013-08-29 11:18:56.831727"
"GH07042"|2|"2013-03-22 10:08:53.384722"
"FF07003"|1|"2012-09-26 23:08:13.187581"
"RM94021"|3|"2009-10-15 17:17:52.259386"
"ML15062"|2|"2011-06-20 07:10:35.186392"
"GS00003"|2|"2009-05-24 01:33:00.205615"
"SA08006"|1|"2007-07-08 19:48:49.083982"
"AT08008"|2|"2008-10-27 06:59:34.34396"
"PT07005"|3|"2012-09-11 10:46:20.197664"
"QG04007"|3|"2012-06-30 03:06:43.686696"
"HR04028"|1|"2010-10-28 10:37:00.522761"
"CD13027"|3|"2008-07-19 02:43:27.514815"
"RF09024"|1|"2007-02-14 17:45:06.539823"
"CO14012"|3|"2006-08-17 19:52:39.183951"
"VS89001"|3|"2008-03-22 22:49:48.338803"
"BR05032"|2|"2009-12-22 10:35:31.212483"
"ML10015"|3|"2006-05-18 14:43:40.940971"
"HP04030"|2|"2008-01-24 10:06:38.957847"
"CH07005"|2|"2006-06-06 01:00:16.834218"
"LC06020"|3|"2009-06-08 02:04:37.475816"
"HC06020"|2|"2010-07-22 16:57:14.393857"
"CZ07001"|1|"2012-05-09 19:07:14.698742"
"MM09190"|3|"2010-07-08 00:07:41.619175"
"PC01001"|3|"2013-08-27 20:12:42.218986"
"RA99045"|2|"2009-08-14 15:45:28.850105"
"RR10045"|1|"2009-10-27 09:16:41.533799"
"SY14002"|1|"2012-02-24 01:45:12.015914"
"ZI10004"|2|"2013-03-21 14:20:22.295546"
"AM01001"|3|"2009-07-04 23:28:24.859142"
"LY05003"|2|"2011-12-01 00:20:20.46182"
"MS08013"|3|"2010-05-10 07:44:26.337791"
"GQ07003"|2|"2006-09-04 05:39:52.39035"
"MF04003"|3|"2007-03-20 07:03:09.307161"
"RE10022"|2|"2006-02-14 00:22:28.949104"
"SD11026"|1|"2013-01-31 16:23:48.65178"
"GA14048"|2|"2012-07-07 14:44:12.704722"
"RS07008"|1|"2007-10-04 09:36:11.058558"
"PP86081"|1|"2008-11-22 14:38:57.058892"
"EH06003"|1|"2006-11-13 09:38:24.633416"
"RC11116"|3|"2009-01-29 15:42:23.07755"
"MC04016"|3|"2009-03-25 03:04:55.228725"
"NL03001"|3|"2010-10-04 05:40:12.214074"
"SZ02003"|2|"2007-09-15 21:13:36.335349"
"LA05036"|2|"2012-02-26 17:46:49.882905"
"RL11020"|2|"2011-04-07 08:32:40.997557"
"SG04009"|2|"2011-07-18 17:45:02.368601"
"MM10189"|3|"2013-03-17 15:29:53.060968"
"MJ12010"|1|"2010-07-16 19:22:29.472356"
"BS05014"|2|"2012-09-30 12:42:09.067738"
"AL06025"|2|"2012-03-03 10:05:23.051396"
"MS08012"|3|"2008-08-03 14:26:01.965168"
"HT00007"|1|"2011-11-12 07:36:37.393553"
"AR06009"|3|"2012-07-03 01:52:00.68823"
"CB09001"|3|"2010-08-03 15:18:55.356314"
"CP06026"|1|"2008-07-29 19:13:24.102579"
"HL10014"|3|"2008-05-16 18:21:59.852312"
"SS06025"|2|"2010-03-21 10:55:57.859247"
"MM07032"|2|"2012-06-07 17:35:26.465077"
"AP07013"|2|"2013-06-21 13:14:04.699774"
"ES02009"|3|"2011-02-24 01:12:44.112596"
"RG03051"|1|"2009-10-02 05:17:11.29723"
"CV09020"|1|"2012-04-09 06:55:46.742878"
"PR06060"|3|"2013-03-04 20:32:12.347116"
"VH03016"|1|"2008-10-21 03:58:30.287525"
"ML07063"|1|"2006-05-12 16:59:06.794576"
"AR13083"|1|"2013-08-22 13:51:14.15831"
"RA09009"|3|"2008-02-16 07:52:02.438824"
"EB00001"|2|"2011-12-11 03:33:32.5194"
"DR08015"|1|"2008-02-22 18:48:46.651403"
"VM05011"|2|"2009-02-24 01:54:37.034529"
"CT97009"|2|"2011-10-24 21:17:29.68411"
"MG04063"|2|"2012-02-16 13:58:33.835601"
"EG99002"|3|"2013-09-08 13:30:48.986561"
"PC13015"|1|"2013-04-07 12:23:35.925596"
"MC09006"|3|"2011-09-03 22:04:57.707381"
"AA13048"|1|"2013-01-04 00:09:22.74046"
"QH08005"|2|"2013-11-22 21:05:13.529464"
"RM12080"|3|"2012-09-22 15:25:25.503786"
"DF05002"|2|"2012-09-10 08:22:34.153655"
"MB05032"|1|"2013-07-07 01:31:48.996958"
"ZC09015"|3|"2013-06-26 19:05:48.803013"
"JM04005"|1|"2006-10-22 08:28:12.75842"
"AP06048"|2|"2012-11-05 19:56:37.659074"
"VS91015"|2|"2007-07-14 03:00:44.917188"
"PB05012"|2|"2010-08-08 20:51:25.96104"
"HP97006"|2|"2011-12-24 14:22:25.34559"
"AP91038"|3|"2010-10-01 02:20:20.578228"
"MS04007"|3|"2008-02-13 17:30:26.114372"
"AB06037"|3|"2008-10-18 17:27:15.913943"
"GB97010"|1|"2006-02-25 15:50:36.046444"
"HT06003"|1|"2010-12-03 18:22:11.056886"
"SD13006"|3|"2006-12-22 13:04:43.440895"
"OP05014"|1|"2007-09-15 21:17:53.930884"
"GF04001"|3|"2011-08-14 12:26:54.686853"
"QP85003"|2|"2012-11-14 12:46:33.097939"
"ML11066"|1|"2008-04-24 02:47:55.046563"
"ZR98006"|1|"2013-07-26 04:40:01.145636"
"SS13027"|1|"2008-09-19 10:17:04.677383"
"AO07011"|2|"2011-03-04 02:43:56.684099"
"RC04050"|2|"2013-10-21 21:35:36.206867"
"HR04023"|1|"2011-04-12 00:39:51.881028"
"EA05004"|3|"2012-12-28 13:08:46.000761"
"SM03043"|2|"2009-03-07 20:14:25.727568"
"CP00036"|2|"2007-01-25 18:00:45.854089"
"GH96005"|3|"2007-04-12 20:45:00.012794"
"MA07069"|2|"2009-02-09 12:26:19.153049"
"CR00031"|1|"2008-03-15 04:23:35.850991"
"VP05013"|2|"2012-05-19 07:11:50.802314"
"QT00002"|3|"2011-11-22 10:36:10.159104"
"VP05013"|1|"2008-10-25 03:04:48.021897"
"CP05047"|3|"2008-01-06 11:59:58.639808"
"LG10012"|3|"2009-10-25 01:48:40.714453"
"AR08089"|2|"2007-03-24 14:42:15.709481"
"MR06044"|2|"2010-02-10 03:48:40.32024"
"VP07024"|3|"2006-07-29 16:45:25.957762"
"EB11008"|1|"2006-08-19 04:41:13.706703"
"MB08009"|1|"2009-02-19 20:55:23.283762"
"PM00027"|2|"2010-08-07 11:59:57.599372"
"HL06021"|1|"2008-03-27 19:03:01.238704"
"PR05005"|2|"2009-03-21 04:39:18.033404"
"CD87003"|2|"2013-05-27 17:00:24.808744"
"HV06001"|3|"2013-01-14 03:52:22.152597"
"RM07018"|1|"2010-08-14 09:09:24.525342"
"RE07019"|1|"2012-04-05 04:55:06.108098"
"GR12065"|1|"2011-10-18 00:32:52.805983"
"OP06016"|3|"2008-07-06 01:54:23.44399"
"MA07020"|3|"2009-10-22 22:57:17.411511"
"LG11003"|1|"2009-10-15 07:17:27.072819"
"VG07005"|3|"2007-04-16 17:09:13.427864"
"CG15090"|2|"2009-06-21 09:06:43.072655"
"LM13069"|2|"2013-02-14 03:37:46.87143"
"TA04008"|1|"2009-06-26 13:04:45.521331"
"GC00029"|3|"2007-01-12 10:54:27.23026"
"SH04004"|1|"2009-05-21 08:17:12.109258"
"ZM12010"|3|"2006-01-30 09:15:51.20445"
"BV10009"|2|"2013-04-16 01:36:11.571568"
"MH97016"|1|"2008-09-05 20:37:38.432211"
"ZZ08004"|2|"2011-09-29 00:14:47.016455"
"EC04005"|3|"2011-05-02 16:41:33.680734"
"GZ10008"|2|"2012-07-08 16:39:08.55953"
"PR12044"|2|"2010-12-22 05:37:01.885461"
"GA02057"|3|"2009-12-30 00:52:14.342303"
"VH09008"|1|"2012-06-09 20:47:24.328886"
"RG01005"|2|"2006-12-22 19:05:30.720063"
"OC04008"|3|"2012-04-10 01:15:07.716876"
"HH04018"|3|"2010-12-18 06:36:42.488851"
"PE09005"|1|"2007-06-19 15:11:11.123081"
"SM07014"|3|"2010-03-07 01:10:06.448746"
"CM07028"|1|"2006-04-20 23:25:07.520154"
"RR04075"|2|"2010-04-10 14:49:26.934531"
"CV09040"|1|"2013-02-16 20:32:32.878521"
"RR04067"|2|"2010-09-13 07:03:29.750874"
"RR07154"|1|"2009-03-21 23:31:42.106454"
"AH14020"|3|"2008-01-04 11:49:48.465058"
"VR06036"|3|"2012-01-03 12:39:58.571034"
"MJ12010"|2|"2009-05-05 16:09:51.078066"
"TH06010"|1|"2010-07-21 08:21:40.974802"
"QQ07005"|2|"2007-10-27 22:33:55.054998"
"HL12003"|1|"2011-08-22 18:33:04.03253"
"RM14057"|1|"2013-12-25 05:22:48.660048"
"GR00029"|3|"2011-10-31 18:26:58.601497"
"MM87152"|1|"2006-06-02 11:04:40.910748"
"SC02022"|1|"2007-03-20 22:24:47.419143"
"VR04026"|1|"2009-07-29 04:15:08.948744"
"GE14005"|1|"2012-03-16 23:29:22.702351"
"FF07024"|1|"2012-06-19 02:50:45.742032"
"LG05020"|1|"2011-12-13 01:28:00.262116"
"AV11028"|1|"2011-05-05 14:31:58.402818"
"TS10002"|3|"2012-03-10 16:46:43.717472"
"EB09004"|2|"2011-12-19 16:11:35.804021"
"CA98068"|2|"2008-08-27 13:42:15.884261"
"SG01033"|2|"2011-04-19 15:06:00.45589"
"CC07098"|1|"2009-04-07 05:00:23.420395"
"AM96013"|1|"2012-09-20 09:48:22.340027"
"MM10187"|2|"2007-10-29 22:19:18.344743"
"AC10113"|3|"2010-08-21 01:03:28.312284"
"LA08014"|3|"2012-11-02 09:08:41.788177"
"RG99044"|3|"2010-08-03 01:05:56.781475"
"MR05097"|2|"2010-11-06 17:15:58.022574"
"MO06013"|2|"2010-05-17 13:13:47.153688"
"RB08005"|2|"2006-10-15 11:40:57.504139"
"GA12100"|2|"2010-01-11 10:59:49.56325"
"PM99021"|3|"2013-11-19 17:34:59.283219"
"EM00004"|1|"2007-03-29 15:14:25.520974"
"HP09009"|1|"2006-09-08 03:47:44.763745"
"SM10019"|1|"2011-04-03 03:57:17.66929"
"EM10028"|1|"2012-08-04 11:17:00.736424"
"HD03700"|3|"2010-03-25 19:05:28.047325"
"CV02015"|3|"2012-05-29 05:23:09.290098"
"CU10007"|2|"2012-01-19 18:00:16.290976"
"RT06002"|2|"2013-06-30 09:37:58.329935"
"AA13117"|1|"2009-11-21 20:18:19.420848"
"RC97069"|1|"2009-12-06 12:24:30.703197"
"CH12067"|2|"2013-06-25 14:13:42.183132"
"QG06003"|1|"2008-05-25 23:19:35.450088"
"VQ05007"|1|"2013-09-13 08:44:11.4803"
"NR06002"|3|"2007-02-23 04:23:33.112096"
"SJ08005"|1|"2010-06-28 16:49:02.502799"
"AM08018"|3|"2008-05-21 11:16:22.646678"
"EP07002"|3|"2011-09-16 04:00:17.4628"
"PZ09008"|2|"2008-06-16 06:54:25.680326"
"AR96020"|1|"2009-12-10 06:31:39.101035"
"RC97016"|3|"2010-09-24 11:56:57.574469"
"MB07007"|1|"2006-05-05 21:35:09.174813"
"RM05019"|2|"2011-06-06 17:38:11.590011"
"MM01145"|1|"2009-02-17 09:21:58.050609"
"VV98044"|1|"2008-10-28 04:11:26.464777"
"FS98009"|1|"2010-11-19 13:41:51.686246"
"CM12157"|2|"2006-04-01 16:39:02.544502"
"FB15002"|2|"2006-12-31 15:40:03.360521"
"MR07029"|2|"2013-09-08 11:59:37.512141"
"IS08001"|3|"2008-11-03 06:15:40.865352"
"CC04044"|3|"2011-08-05 17:26:37.902521"
"PM09003"|3|"2012-09-26 03:12:48.938128"
"BC10023"|1|"2009-02-06 07:11:56.428663"
"LM08046"|1|"2009-01-10 15:02:37.478992"
"MG12085"|1|"2012-03-21 19:34:04.042588"
"MM11097"|2|"2009-05-05 15:47:41.632077"
"DR06003"|3|"2013-09-16 17:42:51.374975"
"VM08032"|2|"2010-10-21 14:28:34.522511"
"QA85009"|3|"2008-06-19 05:24:52.167418"
"AR06010"|3|"2010-12-23 20:42:25.892802"
"RL09016"|2|"2008-05-01 18:09:18.74359"
"BB07007"|2|"2009-06-01 01:17:11.397199"
"RA04025"|2|"2008-11-21 21:23:26.046702"
"VR04026"|2|"2007-10-23 21:04:54.348359"
"FA04025"|2|"2007-05-27 13:26:24.963183"
"RC05019"|2|"2010-11-24 12:48:27.978353"
"SS05036"|2|"2012-11-06 22:28:18.01155"
"ED09008"|1|"2012-03-17 09:57:49.112709"
"RG13106"|3|"2006-10-08 06:45:28.284132"
"MG91065"|2|"2011-05-03 22:04:24.937673"
"MC04009"|2|"2008-06-02 02:53:29.300651"
"DP13010"|2|"2012-10-07 22:54:22.020555"
"QA98008"|1|"2007-11-30 16:30:35.292275"
"QA97002"|3|"2012-12-14 02:00:40.681057"
"FL06001"|2|"2012-09-20 16:24:52.968674"
"PO92011"|1|"2011-08-13 01:43:03.624416"
"PD06011"|3|"2012-02-06 13:55:53.092384"
"HN05004"|3|"2010-07-09 13:50:02.869047"
"VC08022"|2|"2006-11-24 16:10:20.87156"
"RM06092"|2|"2013-10-12 10:15:48.983654"
"AL95007"|3|"2008-01-02 22:01:26.534581"
"LL05012"|2|"2013-12-24 11:57:56.068505"
"MM00110"|3|"2006-10-20 12:12:24.558755"
"SB05013"|2|"2009-01-09 03:59:12.066742"
"GE03002"|2|"2010-11-18 00:58:01.7716"
"GB97010"|1|"2008-01-13 19:02:24.557986"
"MM04091"|2|"2008-09-21 06:56:33.811036"
"LE09005"|1|"2009-05-04 23:16:07.254859"
"MP10059"|1|"2010-04-28 22:59:59.7807"
"LO03009"|1|"2007-11-29 03:16:55.094517"
"SB05007"|1|"2010-04-08 15:58:03.79599"
"VS11001"|1|"2012-03-06 01:20:10.327359"
"MH98030"|3|"2008-01-29 10:00:01.975293"
"VQ02003"|2|"2012-09-22 10:09:55.804798"
"MG07097"|3|"2010-03-23 05:57:47.895184"
"ZA09009"|2|"2010-08-08 05:11:03.518932"
"AM12010"|1|"2009-08-30 11:11:31.552599"
"MR06010"|2|"2008-01-11 08:50:24.737198"
"MC05038"|3|"2008-10-27 18:10:59.52108"
"MA99054"|3|"2008-08-12 07:46:52.46674"
"JR03002"|3|"2006-11-06 07:56:00.066815"
"GH09006"|2|"2009-09-28 17:57:14.061183"
"CC02096"|2|"2009-10-07 11:28:59.38724"
"LL05019"|3|"2011-02-26 02:58:46.551441"
"VM95007"|1|"2009-06-12 09:48:18.927849"
"MR12080"|2|"2006-09-11 06:33:31.918066"
"DG10001"|1|"2013-07-31 15:27:26.658138"
"FC05024"|3|"2009-08-25 12:56:08.367024"
"PP00016"|3|"2006-01-21 06:47:01.836673"
"LC98012"|2|"2008-03-02 01:41:07.579779"
"VH09008"|1|"2009-12-29 05:04:44.987028"
"SR00001"|2|"2012-10-07 13:13:00.492565"
"MA09016"|3|"2006-03-28 10:27:38.869333"
"RP09038"|3|"2013-12-06 19:53:06.637808"
"ZO06001"|3|"2008-10-05 05:25:49.149215"
"GM75040"|2|"2008-05-19 06:59:23.715791"
"RU05001"|2|"2006-03-23 02:51:53.550764"
"AP99002"|3|"2008-03-28 08:06:47.476604"
"AA11118"|1|"2009-06-29 01:38:51.883184"
"MH12074"|3|"2012-09-29 20:09:47.599384"
"UA10002"|3|"2007-09-16 12:12:33.372971"
"PB98019"|1|"2007-03-07 11:06:21.061167"
"AM12010"|3|"2006-06-13 23:00:10.879144"
"OS04007"|3|"2012-07-17 13:16:50.033096"
"AR09036"|3|"2006-06-17 05:18:03.534034"
"ZL10010"|3|"2013-06-23 00:33:21.188944"
"PC05056"|3|"2009-05-04 15:29:27.241058"
"DM07031"|3|"2009-04-30 14:01:43.262513"
"SA08007"|3|"2008-11-11 06:38:12.962575"
"BR10022"|3|"2006-09-24 06:09:56.310388"
"SB11017"|2|"2013-05-30 05:17:59.562501"
"CC02107"|1|"2011-11-18 23:35:58.987082"
"MM07161"|1|"2006-01-26 10:12:10.67481"
"CR06008"|2|"2007-12-01 17:30:08.41068"
"SR98034"|2|"2008-08-23 15:22:58.229428"
"MM06102"|3|"2008-02-11 08:30:51.915031"
"SM02043"|3|"2011-02-25 14:11:25.947389"
"HL06021"|3|"2011-09-11 20:26:56.51261"
"LD05011"|2|"2009-04-03 23:24:03.784229"
"PR08014"|3|"2009-05-06 23:55:39.598609"
"GA02057"|3|"2009-02-08 03:17:13.583695"
"EC06009"|1|"2010-01-15 04:22:15.874971"
"CR11049"|3|"2007-03-13 04:01:38.024473"
"CN06004"|3|"2008-02-03 10:13:27.808088"
"GP07029"|2|"2007-12-08 12:47:36.064305"
"GM07092"|3|"2012-08-15 19:52:20.122645"
"MG12085"|3|"2009-05-20 15:08:41.403016"
"EC10009"|3|"2007-08-05 11:45:07.447803"
"LF99002"|3|"2011-08-28 06:08:12.732873"
"RG90032"|3|"2011-05-13 09:38:41.35546"
"LM08034"|1|"2011-10-11 07:07:38.481759"
"CC03144"|3|"2011-01-21 21:07:12.918332"
"MS07085"|1|"2009-10-20 00:40:37.479259"
"AG07062"|3|"2006-02-23 11:34:09.915351"
"MG06015"|2|"2007-10-13 17:48:10.029248"
"MS09066"|2|"2009-04-04 11:25:37.288285"
"NZ07001"|3|"2011-05-04 04:56:34.460459"
"PG04007"|1|"2008-10-20 14:32:11.995207"
"RC06088"|2|"2010-05-19 08:30:52.303914"
"HM07011"|2|"2008-04-07 21:32:24.090545"
"HH04009"|3|"2010-11-19 12:58:53.973764"
"CM12156"|1|"2008-09-14 17:06:50.571812"
"RD01001"|1|"2013-08-31 23:41:05.229491"
"MR11055"|2|"2008-04-10 09:47:43.896573"
"MM00050"|1|"2011-08-09 10:25:42.725847"
"MC10167"|1|"2006-02-26 19:28:10.648524"
"FB07002"|2|"2011-04-24 21:42:30.15951"
"RM09081"|3|"2011-02-22 13:03:22.810752"
"FG06025"|2|"2008-11-06 05:19:08.928647"
"RG99044"|2|"2012-12-25 08:12:26.606757"
"MM01145"|1|"2008-06-24 01:07:18.673129"
"VL11005"|3|"2006-09-11 22:49:50.126717"
"AC94017"|3|"2007-11-09 13:15:33.399024"
"FG05027"|3|"2008-09-30 06:23:54.818205"
"HG09046"|2|"2012-08-20 12:11:34.358743"
"SM08008"|2|"2013-08-06 19:30:50.125517"
"GM08099"|1|"2006-08-14 22:23:52.045196"
"MH99014"|2|"2013-07-16 16:39:57.866076"
"AM03102"|2|"2010-07-25 22:32:18.94192"
"CP11058"|1|"2007-10-21 12:54:15.027841"
"GF02008"|1|"2012-11-23 04:23:03.875727"
"RM03070"|2|"2006-09-01 16:26:00.780527"
"MS11036"|2|"2012-11-28 10:14:00.302121"
"GC05028"|3|"2006-09-10 10:44:01.086406"
"VV98043"|3|"2011-07-19 04:29:39.887185"
"GZ97004"|2|"2012-10-15 10:26:23.274914"
"MC03006"|2|"2013-05-25 09:09:14.4495"
"DG01011"|1|"2009-08-13 01:38:09.703869"
"LP09011"|3|"2008-12-01 14:06:34.114533"
"DA06008"|2|"2006-02-15 06:24:44.836998"
"BF03008"|1|"2007-01-12 16:37:36.130319"
"YB04001"|1|"2008-05-04 16:00:17.085463"
"MP98047"|1|"2006-06-24 03:04:08.280572"
"HH00018"|3|"2013-08-09 03:48:16.632066"
"CC99005"|2|"2007-09-27 04:33:17.869895"
"VR08041"|1|"2013-07-10 04:28:06.844485"
"HL10007"|3|"2007-10-23 21:42:10.35726"
"RG04080"|1|"2012-09-23 23:22:54.299959"
"MS07011"|2|"2010-09-10 15:11:35.720239"
"FO86003"|2|"2012-10-12 14:51:44.264842"
"RC04052"|1|"2013-08-15 05:45:43.84661"
"MM03099"|1|"2008-01-11 22:12:22.271144"
"MN14019"|1|"2009-04-16 03:25:13.068122"
"MM06098"|1|"2009-07-30 23:13:10.791822"
"RP04053"|3|"2011-03-05 07:14:09.906464"
"MM14214"|2|"2006-06-14 14:46:21.701934"
"MD05029"|1|"2013-06-27 08:14:15.830588"
"LE09005"|3|"2013-08-27 16:54:25.030389"
"CM13110"|2|"2013-04-09 17:36:04.738557"
"RJ97004"|1|"2007-09-19 18:21:08.431342"
"AG07062"|2|"2012-03-13 07:32:53.338442"
"RZ05003"|3|"2007-05-02 07:09:43.383706"
"CO06001"|1|"2007-12-21 15:13:52.05587"
"SU10010"|2|"2011-03-12 08:31:26.853904"
"OG03019"|2|"2011-08-02 16:33:01.266189"
"VO07004"|2|"2009-09-28 18:18:24.818966"
"SG06040"|1|"2013-06-03 18:12:19.146769"
"DA94004"|3|"2008-09-18 22:00:14.067623"
"LH94001"|1|"2011-11-09 10:46:18.071822"
"BC09010"|3|"2013-11-21 16:59:15.563729"
"AA04029"|3|"2012-10-01 18:27:15.159202"
"VV98043"|2|"2009-11-05 11:49:32.682924"
"SI02004"|3|"2008-12-26 04:08:56.033188"
"MM07032"|2|"2011-03-14 10:00:03.447849"
"MA07121"|3|"2012-09-15 19:55:57.777513"
"TG05010"|2|"2012-12-12 14:03:01.411975"
"ML10012"|3|"2012-08-20 21:32:35.617207"
"GM06103"|1|"2012-07-17 16:52:19.478106"
"AL01028"|2|"2012-08-31 00:27:01.938956"
"HC10036"|2|"2008-06-26 14:27:50.909021"
"HR00030"|2|"2007-09-06 12:42:00.554862"
"VO12017"|2|"2014-01-08 18:57:04.996433"
"SB96006"|3|"2008-08-08 14:43:53.710588"
"LL10059"|1|"2008-01-10 22:44:05.547127"
"FF02018"|1|"2009-04-15 09:39:52.358532"
"BP07004"|3|"2011-03-13 17:03:40.077067"
"AM14133"|3|"2009-02-14 18:09:49.736512"
"HZ06001"|2|"2013-06-19 17:05:28.285986"
"ZC05004"|3|"2008-08-17 17:22:19.0662"
"MR05106"|2|"2012-06-08 09:54:56.786816"
"EA05016"|1|"2008-08-28 11:56:06.33044"
"CM06016"|3|"2012-03-21 13:38:15.592984"
"PA08036"|2|"2009-05-03 17:12:45.298807"
"RM10102"|3|"2013-11-30 19:26:36.020633"
"CA96005"|2|"2011-01-07 15:32:27.508078"
"RA96009"|3|"2012-10-22 18:25:35.451831"
"SS04027"|1|"2010-01-29 05:00:42.273341"
"AM03102"|3|"2013-02-14 05:08:18.751811"
"BM06004"|2|"2009-11-15 06:26:18.305343"
"RH06037"|2|"2010-12-27 12:36:58.583155"
"CP09004"|3|"2007-07-11 18:13:44.76171"
"AF08031"|2|"2007-10-05 20:23:03.808433"
"ML10014"|3|"2009-10-05 06:11:51.073167"
"PH03005"|3|"2006-03-06 02:26:06.319818"
"SM06006"|2|"2007-11-01 01:32:10.913924"
"MF05022"|1|"2011-03-04 19:05:22.742258"
"AS09023"|2|"2007-04-20 23:18:53.666536"
"AA02086"|1|"2006-10-26 20:11:36.803536"
"MA01081"|1|"2010-06-24 15:17:12.174362"
"TH99003"|3|"2006-12-03 18:25:38.678689"
"LI12001"|3|"2009-02-04 08:01:32.911526"
"BC08010"|3|"2008-07-21 15:11:30.736077"
"RM99001"|3|"2008-12-28 13:49:55.402733"
"VR08041"|1|"2011-01-08 03:52:27.536656"
"VS91015"|1|"2006-12-31 02:03:58.420436"
"MF12034"|1|"2013-11-18 15:41:06.919443"
"LL06026"|3|"2009-08-09 15:55:21.577153"
"RM07084"|2|"2012-04-17 06:50:40.576165"
"HV10013"|1|"2009-01-27 21:21:45.91189"
"RR92171"|3|"2012-02-29 07:03:55.011519"
"OG12014"|3|"2006-12-28 18:29:27.283527"
"MR07132"|1|"2006-03-03 09:53:06.916"
"AM03014"|2|"2007-08-09 04:55:52.898185"
"AR05022"|2|"2013-04-04 04:41:28.119402"
"FL05012"|1|"2007-06-11 10:43:07.700666"
"FC03026"|2|"2011-07-24 09:54:58.237465"
"HG07004"|3|"2013-08-29 22:43:31.898201"
"CV07008"|2|"2013-04-10 03:05:32.988142"
"PP13025"|1|"2012-08-09 18:44:51.395098"
"MC05092"|3|"2007-03-29 17:54:17.235391"
"LG11012"|2|"2009-03-12 12:11:34.500511"
"VL02014"|2|"2008-10-14 18:54:01.630047"
"RA98040"|1|"2007-06-08 12:00:42.546631"
"HH99031"|3|"2012-09-28 12:37:10.022475"
"GH96005"|1|"2010-10-22 00:36:46.989018"
"ZM03002"|3|"2011-01-08 15:00:25.020786"
"GC01039"|3|"2011-09-23 09:35:43.527846"
"JU99001"|2|"2012-12-12 21:59:10.970791"
"FG00011"|2|"2007-06-23 16:03:35.766284"
"SC02022"|3|"2012-09-23 16:15:28.84289"
"CR09052"|2|"2008-07-31 23:39:07.830191"
"GG09043"|2|"2007-07-02 01:02:22.467312"
"OU10001"|3|"2013-02-15 13:10:33.726198"
"CM06070"|1|"2006-03-31 02:50:27.376965"
"SP12017"|1|"2008-02-08 10:11:51.997938"
"CC07109"|1|"2009-07-28 15:22:11.209654"
"HL10007"|1|"2008-06-21 21:06:34.716155"
"DP00003"|3|"2009-07-13 06:47:33.68034"
"QG06003"|2|"2012-04-17 09:53:50.733281"
"BV14002"|3|"2009-05-29 15:42:33.325274"
"MH97016"|2|"2013-02-21 14:39:13.914379"
"OA09006"|3|"2009-08-11 01:31:19.842154"
"RM09061"|2|"2009-03-06 06:18:30.457062"
"LH99004"|1|"2006-05-15 05:35:46.378329"
"SC04012"|2|"2010-08-09 01:51:26.957253"
"MM06227"|1|"2007-08-16 09:42:05.341667"
"EC02014"|3|"2010-08-03 22:30:13.691929"
"DS83004"|3|"2006-12-22 13:05:05.932184"
"LM07060"|2|"2010-03-31 03:04:47.857065"
"CV07029"|1|"2011-04-18 05:29:17.676881"
"RD01001"|2|"2009-09-09 20:01:30.158338"
"HR00002"|2|"2006-02-04 07:24:11.506949"
"OA14027"|1|"2013-11-29 11:44:47.992873"
"AR08020"|3|"2009-12-06 16:51:17.471857"
"HG07004"|1|"2011-06-15 04:17:12.60207"
"VM11070"|3|"2011-04-03 15:40:24.648824"
"SH02018"|1|"2011-04-19 17:27:39.351413"
"DA05022"|3|"2014-01-08 15:40:12.033024"
"GM09077"|1|"2008-08-14 02:51:35.521599"
"NU05001"|1|"2008-12-20 03:29:49.966443"
"CC07182"|1|"2006-08-22 05:43:26.588383"
"AH07025"|3|"2006-05-06 21:06:47.149002"
"GR98037"|3|"2006-08-23 04:14:50.493701"
"LM95004"|2|"2012-01-06 11:17:40.241124"
"MM03171"|1|"2011-01-09 08:47:49.315319"
"SR98034"|2|"2008-07-25 06:30:48.425346"
"RM03007"|1|"2008-08-29 09:00:35.654021"
"DG03006"|3|"2012-11-25 04:59:26.332091"
"GM07074"|1|"2007-06-10 00:04:31.750547"
"MD06025"|3|"2007-05-27 22:34:16.918002"
